Chapters,Favs,Follows,Published,Reviews,Updated,Words,author,characters,genre,language,rating,story_link,synopsis,title,published_mmyy,pairing
4, 1, 4, 12/28/2019,1.0, 1/7," 4,433",Keapup,,Friendship/Mystery,English,T,https://www.fanfiction.net/s/13464115/1/The-Day-She-Screamed,"Other people had never liked Willow. Not even her own father. You see, Willow had a secret. A secret that wasn't so hidden. Everyone knew, and Willow hated it. Why her? Why couldn't she just be normal? Follow Willow as she goes to Hogwarts, meets her first ever friend, and helps to solve an ominous mystery about the school where she finally felt closer to normal.",The Day She Screamed,12-2019,
2, 17, 33, 12/28/2019,3.0, 1/8," 5,404",WanderingScout,"Harry P., Salazar S., OC",Adventure/Romance,English,M,https://www.fanfiction.net/s/13464107/1/Praemium-Sacrificium,"After his defeat of Voldemort at the end of his fifth year, Harry goes to Gringotts to explore the Slytherin vaults only to find himself transported to Salazar Slytherin himself, 1000 years in the past! Warning this will be slash at some point, though I haven't decided on any pairings as of yet.",Praemium Sacrificium,12-2019,
1,,, 12/28/2019,,, 328,bluferret,"Remus L., OC",Romance/Adventure,English,M,https://www.fanfiction.net/s/13464092/1/The-Queen-s-Flight,"Here's the deal. I'm an undercover vampire. They gave me a mission, but I'm just trying to make it out of this alive. The way I see it no one has earned my complete allegiance yet...Step one: meet up with a group of werewolves. Step two: Aid the wizarding world from their own destruction. That is easier said than done when the wizards are in the midst of a civil war combined with a",The Queen’s Flight,12-2019,
3, 5, 18, 12/28/2019,3.0, 12/30/2019," 2,140",Expectopatrxnum09,"Hermione G., Draco M., Cormac M.",Angst/Romance,English,T,https://www.fanfiction.net/s/13464091/1/Number-Beauty,"On Selection Day at Hogwarts every 17 year old gets a number ranking their beauty/looks. The systems numbers can vary between 1-10 but when Draco and Hermione somehow score an 11 the ministry and the system creators go crazy, determined to kill what they call ‘Dividers’ the rare 1% of the population who have the power to destroy all the peace of the system. A dramione teamork story",Number Beauty,12-2019,
1, 5, 2, 12/28/2019,3.0,," 3,966",reviews,"James P., Lily Evans P.",Romance/Humor,English,M,https://www.fanfiction.net/s/13464027/1/Bubbly,"After a long day of Christmas shopping, Lily decides to make a cuppa and have a nice, long bath in her cozy townhouse. Her husband decides to join her. Loving ensues. AU. Modern day. Sweet and short.",Bubbly,12-2019,
1, 3, 2, 12/28/2019,,, 944,displayheartcode,"[Hermione G., Ron W.]",Romance,English,T,https://www.fanfiction.net/s/13464022/1/make-a-man-out-of-you,Hector has to help ready Ron for an Auror mission. [Gender AU – M/M],make a man out of you,12-2019,"Hermione G., Ron W."
1, 3, 2, 12/28/2019,1.0,," 1,282",reviews,"Remus L., N. Tonks",Romance/Drama,English,T,https://www.fanfiction.net/s/13464016/1/In-All-Our-Lives,A series of stories centered around Remus Lupin and Nymphadora Tonks in a different AU every chapter. Taking suggestions and requests in the reviews.,In All Our Lives,12-2019,
4, 6, 17, 12/28/2019,3.0, 1/7," 3,740",RaveMalfoy,"Hermione G., Draco M., Severus S., Bellatrix L.",Hurt/Comfort/Romance,English,M,https://www.fanfiction.net/s/13463978/1/Broken-Love,"Hermione Granger is taken to Malfoy Manor to be tortured and questioned. She finds an unlikely ally in Draco Malfoy, he wants to save her and in order to do that, he gives her a new name and the title of being his fiancé. Will they fall for each other? And will Draco's plan work?",Broken Love,12-2019,
1, 13, 1, 12/28/2019,3.0,," 1,278",reviews,"[Harry P., Ginny W.]",Romance,English,M,https://www.fanfiction.net/s/13463976/1/Thunderstorms,"Ginny had never really liked thunderstorms much, but after Harry comes home in the middle of one, she really grows to love them. Rated M for a reason!",Thunderstorms,12-2019,"Harry P., Ginny W."
3, 56, 102, 12/28/2019,7.0, 1/6," 4,089",NightRaven789,"Harry P., Severus S., Minerva M., Poppy P.",Hurt/Comfort/Family,English,M,https://www.fanfiction.net/s/13463919/1/Life-Will-Never-be-the-Same-Part-Two,This is Part Two- After the defeat of Dumbeldore life is finally getting back to normal or that what Severus thought.,Life Will Never be the Same Part Two,12-2019,
4, 1, 2, 12/28/2019,1.0, 12/30/2019," 6,817",DarylDixon'sgirl1985,"[Fleur D., N. Tonks]",Humor/Romance,English,T,https://www.fanfiction.net/s/13463905/1/Christmas-at-the-Movies,"Muggle!AU. Minerva McGonagall runs one of the most well liked and famous cinemas in all of England. But there is one thing that she wishes she had. The ability to control what employees did when she wasn't watching them. Especially on Christmas. First chapter: Tonks/Fleur, chapter two Bill/Draco, chapter three Charlie/Theo",Christmas at the Movies,12-2019,"Fleur D., N. Tonks"
9, 4, 4, 12/28/2019,9.0, 11h," 13,028",Moshisushi,"[James P., Lily Evans P.] [Sirius B., Bellatrix L.]",Drama/Romance,Spanish,T,https://www.fanfiction.net/s/13463904/1/Rojo-oscuro-casi-negro,"El sexto año en Hogwarts de los merodeadores les lleva a descubrir que no todo es blanco y negro y que puede haber diferentes matices de colores en sus vidas; Los malos no son tan malos, los buenos no son tan buenos y no hay que infravalorar al que parezca débil.",Rojo oscuro casi negro,12-2019,"James P., Lily Evans P."
1, 10, 4, 12/28/2019,3.0,, 640,reviews,"Harry P., Teddy L.",Family,English,K+,https://www.fanfiction.net/s/13463896/1/Never-Too-Old-For-Fairy-Tales,"There's a lot to love about Teddy, but getting pieces of the childhood he missed is an unexpected bonus for Harry. Oneshot.",Never Too Old For Fairy Tales,12-2019,
1, 3, 9, 12/28/2019,3.0,," 1,688",reviews,"Harry P., Sirius B., Severus S.",,French,T,https://www.fanfiction.net/s/13463863/1/Pourquoi-moi,"'Pourquoi ces choses n'arrivaient qu'à lui? ' se demandait souvent Severus Rogue. Plus encore lorsqu'il se retrouva avec un Cabot horriblement inutile et un Gosse totalement inutile en pleine Sibérie. Quoi? Il se répétait? Ce n'était pas de sa faute si Black et Potter Junior étaient les antonymes de ""l'utilité""!",Pourquoi moi?,12-2019,
1, 2, 1, 12/28/2019,,," 1,090",Tessie Potter,"Harry P., Draco M.",Romance/Humor,Spanish,M,https://www.fanfiction.net/s/13463856/1/Take-Me-To-Church,Mi amante tiene humor Hace reír en los funerales Y sabe que todos lo desaprueban,Take Me To Church,12-2019,
1,,, 12/28/2019,1.0,," 4,720",reviews,"OC, Walden M., Wilkes",Family/Hurt/Comfort,French,K,https://www.fanfiction.net/s/13463847/1/Un-crumpet-ou-un-sort,"Il est déjà très difficile pour une mère de ne pas s'inquiéter pour son enfant. Et savoir que ce dernier souhaite devenir un Mangemort n'arrange rien à la situation... Surtout quand il a de mauvaises fréquentations et ne boit en excès. Qu'est-on supposé faire de plus, à part hurler et supporter ses sentiments lorsqu'on a le poids d'un beau-père tyrannique sur ses épaules ?",Un crumpet ou un sort ?,12-2019,
13, 38, 64, 12/28/2019,47.0, 1/7," 48,532",thewandcrafter,"Harry P., Ron W., Hermione G., Severus S.",Fantasy/Romance,English,M,https://www.fanfiction.net/s/13463808/1/Missed-Opportunities,"Harry has a problem. That problem is Severus Snape, and the fact that their building friendship has made him acutely aware of his feelings for the man. But it seems that at nearly every turn, he misses the opportunity to turn friendship into something more, as Severus' increasing fame makes him one of the wizarding world's most eligible wizards. Harry/Severus. Ron/Hermione",Missed Opportunities,12-2019,
1, 5, 4, 12/28/2019,,," 1,798",Amy Sophiamehr,"Sirius B., Severus S., OC",Romance/Drama,English,T,https://www.fanfiction.net/s/13463806/1/The-Half-Blood-Princess,A series of stolen moments between the Potion Masters and a former pupil. SeverusXOC,The Half-Blood Princess,12-2019,
1, 6, 3, 12/28/2019,3.0,," 1,019",reviews,"Sirius B., Remus L., James P., Peter P.",Friendship,English,K+,https://www.fanfiction.net/s/13463797/1/Colder-Than-Expected,"Sirius, James, and Peter had perfectly plotted out their first Full Moon as Animagi with Remus. They just hadn't expected it to be so bloody cold. Oneshot.",Colder Than Expected,12-2019,
3, 24, 38, 12/28/2019,5.0, 1/3," 7,021",DarkLordRowan,"Harry P., Albus D., Tom R. Jr., Eileen P.",Hurt/Comfort,English,M,https://www.fanfiction.net/s/13463791/1/Harry-Potter-and-the-Orphaned-Serpent,"When a mysterious device sends a young Harry back in time, Before the Mauraders, Before Grindelwald's Defeat, to another boy's story that of a young Tom Riddle how will Harry who's been abused and kept ignorant of the wizarding world fare in Wool's Orphanage, and more importantly how will young Tom Riddle react to him? Dark!Harry, Slytherin!Harry, Dumble Bashing, etc.",Harry Potter and the Orphaned Serpent,12-2019,
1, 20, 13, 12/28/2019,5.0,, 807,reviews,"[Draco M., Harry P.] Hermione G.",Humor/Romance,Spanish,T,https://www.fanfiction.net/s/13463711/1/Harry-Potter-y-el-Bolso-Sin-Fondo,Harry está deprimido porque Ron los abandonó durante la guerra. Hermione cree tener algo en su bolsa mágica que podrá animarlo.,Harry Potter y el Bolso Sin Fondo,12-2019,"Draco M., Harry P."
4, 22, 35, 12/28/2019,3.0, 1/1," 25,156",boysenberrybrew,"Harry P., Ron W., Hermione G., Tom R. Jr.",Angst/Friendship,English,T,https://www.fanfiction.net/s/13463706/1/To-The-Very-End,"In which the consequences of having been a living horcrux are dire, the solution is quite drastic, and Harry cares far too much for his own good. But hey, what is time travel for, if not second chances? Featuring a very beaten-down Harry trying his best. No character bashing. Warnings for individual chapters inside. This is a Harry-raises-Harry story. Tomarry preslash...eventually.",To The Very End,12-2019,
1, 1,, 12/28/2019,,," 1,903",finnjohn,,Romance/Drama,English,M,https://www.fanfiction.net/s/13463701/1/Turbulant,"When a misterious woman shows up at the sanctuary, Charlie is immediately enchanted. Her power over the dragons is unparalleled and she boasts white eyes. Who is she? What is she doing on the reserve? Most importantly what secrets is she hiding? Crap summary sorry :/",Turbulant,12-2019,
1, 4, 3, 12/28/2019,8.0,," 1,880",reviews,"[Rose W., Scorpius M.]",Romance/Friendship,English,T,https://www.fanfiction.net/s/13463675/1/Idiot,"""Of course this wasn't going to go well. She was who she was, and he was infinitely more, and he probably shouldn't have even agreed to be here today, but here he sat looking perfect in a pressed blue shirt—oh dear stars, she was positively starting to hyperventilate."" One-Shot.",Idiot,12-2019,"Rose W., Scorpius M."
1, 34, 5, 12/28/2019,12.0,," 11,555",reviews,"[Harry P., Draco M.] Ron W., Blaise Z.",Romance/Humor,French,T,https://www.fanfiction.net/s/13463655/1/Dimanche-n-est-pas-%C3%A9ternel-mais-%C3%A7a-oui,"OS Post-Hogwarts - Dans une semaine, il y a sept jours. Sept jours de disputes, c'est quand même beaucoup, il faudrait peut-être penser à imposer une trêve aux Aurors Potter et Malefoy ?",Dimanche n'est pas éternel (mais ça oui),12-2019,"Harry P., Draco M."
1, 4,, 12/28/2019,1.0,, 715,reviews,"James P., Lily Evans P.",Romance/Family,English,K+,https://www.fanfiction.net/s/13463644/1/Bigger-Than-The-Sky,It's hard enough to be housebound as it is. Lily can't imagine how hard it must be if you're used to taking off and touching the clouds. Oneshot.,Bigger Than The Sky,12-2019,
24, 19, 15, 12/28/2019,5.0, 1/5," 66,048",GodIsGayQueenB,"Harry P., Ron W., Hermione G., Draco M.",Adventure/Romance,English,T,https://www.fanfiction.net/s/13463641/1/Malfoy-s-Redemption,"Draco Malfoy gave up on who he was supposed to be. That hadn't truly been Draco Malfoy anyway. But now Draco is tasked with several problems: Would anyone believe he'd changed? How could he make amends? But new dangers present themselves to Harry Potter even after the fall of Voldemort. 8th year. HP/DM, RW/HG, GW/LL, past HP/GW. Based on Trumblr prompt. Published on Wattpad.",Malfoy's Redemption,12-2019,
2, 26, 51, 12/28/2019,12.0, 1/1," 14,634",TheBattleRoyal,"Harry P., Sirius B.",Drama,English,M,https://www.fanfiction.net/s/13463566/1/Potter-and-Black,Harry has a plan to make his life easier. Heavy deviation from canon.,Potter and Black,12-2019,
4, 3, 2, 12/28/2019,1.0,," 4,074",definiteslytherin,"Harry P., Draco M., Hermione G., Ron W.",Hurt/Comfort/Angst,English,M,https://www.fanfiction.net/s/13463552/1/The-Lake,"I am sort of scared of what I have written tbh. Draco x Harry except I was thinking that really Harry didn't have a nice happy life and that he would probably be effected by this. It's really horrible. Dark smut, rape and abuse. sorry",The Lake,12-2019,
1, 1, 1, 12/28/2019,2.0,, 602,reviews,"Ginny W., Teddy L.",Family,French,K,https://www.fanfiction.net/s/13463541/1/Tu-seras-toujours-comme-mon-fils,Une discussion entre Ginny Potter et son filleul Teddy C'est un OS mais je me tâte de faire une suite,Tu seras toujours comme mon fils,12-2019,
1, 1,, 12/28/2019,,," 9,658",Lunatic9289,"Draco M., Ginny W.",Romance/Mystery,German,T,https://www.fanfiction.net/s/13463532/1/Sehnsucht,"„Der Verstand kann vielleicht Dinge vergessen, aber das Herz vergisst nie."" / Eine Kurzgeschichte über Draco und Ginny.",Sehnsucht,12-2019,
1, 4, 2, 12/28/2019,1.0,, 558,reviews,Molly W.,Family/Hurt/Comfort,English,T,https://www.fanfiction.net/s/13463529/1/Christmas-tradition,Molly Weasly has a Christmas tradition very few could understand and even fewer knew about.,Christmas tradition,12-2019,
1, 32, 12, 12/28/2019,4.0,," 4,791",reviews,"Hermione G., Draco M.",Romance/Drama,English,M,https://www.fanfiction.net/s/13463474/1/Everything-I-Need,"""If you truly loved him, you wouldn't have slept with me two months ago."" And that was it. Right there. The source of all her guilt. Her eyes welled with sabotaging tears. ""He's my husband Malfoy. I love my husband!"" ""You only say that out of habit.""",Everything I Need,12-2019,
1, 105, 49, 12/28/2019,35.0, 12/31/2019," 2,928",reviews,"[Hermione G., Draco M.]",Romance/Angst,English,M,https://www.fanfiction.net/s/13463435/1/Second-Chance,It's not often you get a second chance. It's less often that second chance is granted by the one person you always thought beneath you.,Second Chance,12-2019,"Hermione G., Draco M."
1, 30, 8, 12/28/2019,8.0,," 8,277",reviews,"Ron W., Hermione G., Severus S., Luna L.",Romance/Suspense,English,M,https://www.fanfiction.net/s/13463404/1/The-Last-Thing,"It's time for a blasted Christmas party yet again, and Severus is not amused. If only he could convince Hermione to stay home with him. More importantly, if only he could convince himself that he is good enough for his brilliant wife. But when a sinister wizard with sinister plans takes advantage of their weaknesses, Severus must fight for the one he loves.",The Last Thing,12-2019,
2, 37, 73, 12/28/2019,23.0, 1/3," 12,478",Useful Oxymoron,"[Bellatrix L., Hermione G.]",Romance/Humor,English,M,https://www.fanfiction.net/s/13463392/1/Mirror-mirror,"After the Battle at Hogwarts, Bellatrix suddenly finds herself... somewhere else. Now has to use all her wits and guile to try to navigate this strange place where so many things are different and people with familiar faces are strangers in hopes of finding a way back home. But why does a certain infuriating mudblood insist on pestering her wherever she goes! Bellamione of course.","Mirror, mirror",12-2019,"Bellatrix L., Hermione G."
1, 6, 5, 12/27/2019,1.0,," 1,008",reviews,"Harry P., Voldemort, Luna L.",Romance/Horror,English,T,https://www.fanfiction.net/s/13463341/1/Poor-Heartless-Thing,"A dark story. A heart is lost and found. Fem!Harry and the Dark Lord. No flamers please, no copyright infringement intended. Please Review.",Poor Heartless Thing,12-2019,
3, 11, 23, 12/27/2019,8.0, 1/6," 6,392",r o w e n a a a,"[Regulus B., Daphne G.]",,English,T,https://www.fanfiction.net/s/13463324/1/Lost-but-never-found,"Daphne having been killed at the battle of Hogwarts has been reincarnated as James Potters younger sister. She is determined to stay as far away from the war as possible, but a certain regulus black seems to have others plans.",Lost but never found,12-2019,"Regulus B., Daphne G."
